sr,isin,is_equity,nse_symbol,bse_code,bse_ticker,company_name,listed_on,segment,nse_series,bse_group,bse_status
3035,INE220Q01020,Y,MUFTI,544058,MUFTI,Credo Brands Marketing Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3036,INE304A01026,Y,MUKANDLTD,500460,MUKANDLTD,Mukand Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3037,INE862C01029,Y,,523832,MUKATPIP,Mukat Pipes Limited,BSE only,BSE Equity,,XT,Active
3038,INE596B01017,Y,,530341,MUKESHB,Mukesh Babu Financial Services Ltd.,BSE only,BSE Equity,,X,Active
3039,INE0CG401037,Y,MUKKA,544135,MUKKA,Mukka Proteins Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3040,INE160O01031,Y,,535204,MUKTA,Mukta Agriculture Limited,BSE only,BSE Equity,,X,Active
3041,INE374B01019,Y,MUKTAARTS,532357,MUKTAARTS,Mukta Arts Limited,NSE+BSE,NSE Mainboard,BE,T,Active
3042,INE150D01027,Y,,539219,MUL,MAURIA UDYOG LIMITED,BSE only,BSE Equity,,X,Active
3043,INE003F01015,Y,,501477,MULLER,Muller & Phipps (India) Ltd.,BSE only,BSE Equity,,X,Active
3044,INE678F01014,Y,,526169,MULTIBASE,Multibase India Ltd,BSE only,BSE Equity,,X,Active
3045,INE886E01016,Y,,505594,MULTIIN,Multiplus Holdings Ltd.,BSE only,BSE Equity,,XT,Active
3046,INE910G01027,Y,,511200,MUNCAPM,Munoth Capital Market Ltd,BSE only,BSE Equity,,XT,Active
3047,INE1K8Y01018,Y,MUNISH,,,Munish Forge Limited,NSE only,NSE SME (Emerge),SM,,
3048,INE672B01032,Y,MUNJALAU,520059,MUNJALAU,Munjal Auto Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3049,INE577A01027,Y,MUNJALSHOW,520043,MUNJALSHOW,Munjal Showa Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3050,INE348D01019,Y,,531821,MUNOTHFI,Munoth Financial Services Ltd.,BSE only,BSE Equity,,XT,Active
3051,INE692B01014,Y,MURUDCERA,515037,MURUDCERA,Murudeshwar Ceramics Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3052,INE296G01013,Y,MUTHOOTCAP,511766,MUTHOOTCAP,Muthoot Capital Services Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3053,INE414G01012,Y,MUTHOOTFIN,533398,MUTHOOTFIN,Muthoot Finance Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3054,INE046W01019,Y,MUTHOOTMF,544055,MUTHOOTMF,Muthoot Microfin Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3055,INE0OWZ01020,Y,MVELECTRO,544851,MVELECTRO,MV Electrosystems Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3056,INE0KNT01012,Y,MVGJL,543995,MVGJL,Manoj Vaibhav Gems N Jewellers Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3057,INE0SGC01015,Y,MVKAGRO,,,M.V.K. Agro Food Product Limited,NSE only,NSE SME (Emerge),SM,,
3058,INE0JYY01029,Y,MWL,544764,MWL,Mangalam Worldwide Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3059,INE232L01018,Y,,538862,MYMONEY,My Money Securities Ltd.,BSE only,BSE Equity,,X,Active
3060,INE0RVQ01016,Y,MYMUDRA,,,My Mudra Fincorp Limited,NSE only,NSE SME (Emerge),SM,,
3061,INE741A01011,Y,,506734,MYSORPETRO,Mysore Petro Chemicals Ltd.,BSE only,BSE Equity,,X,Active
3062,INE159O01033,Y,,535205,MYSTICELE,Mystic Electronics Limited,BSE only,BSE Equity,,X,Active
3063,INE0LB101011,Y,,544313,NACDAC,NACDAC Infrastructure Limited,BSE only,BSE Equity,,M,Active
3064,INE295D01020,Y,NACLIND,524709,NACLIND,NACL Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3065,INE099E01016,Y,,532362,NAGPI,Nagpur Power & Industries Ltd,BSE only,BSE Equity,,X,Active
3066,INE245I01016,Y,NAGREEKCAP,532895,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3067,INE123B01028,Y,NAGREEKEXP,521109,NAGREEKEXP,Nagreeka Exports Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3068,INE793H01017,Y,,531832,NAGTECH,Nagarjuna Agritech Ltd.,BSE only,BSE Equity,,X,Active
3069,INE049I01012,Y,NAHARCAP,532952,NAHARCAP,Nahar Capital and Financial Services Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3070,INE289A01011,Y,NAHARINDUS,519136,NAHARINDUS,Nahar Industrial Enterprises Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3071,INE308A01027,Y,NAHARPOLY,523391,NAHARPOLY,Nahar Poly Films Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3072,INE290A01027,Y,NAHARSPING,500296,NAHARSPING,Nahar Spinning Mills Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3073,INE256S01012,Y,,539402,NAKSH,Naksh Precious Metals Limited,BSE only,BSE Equity,,Z,Active
3074,INE792G01011,Y,,538395,NAM,Nam Securities Ltd.,BSE only,BSE Equity,,XT,Active
3075,INE298J01013,Y,NAM-INDIA,540767,NAM-INDIA,Nippon Life India Asset Management Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3076,INE0RJM01010,Y,NAMAN,,,Naman Industries Proxima Limited,NSE only,NSE SME (Emerge),SM,,
3077,INE08NZ01012,Y,NAMOEWASTE,,,Namo eWaste Management Limited,NSE only,NSE SME (Emerge),ST,,
3078,INE0YJA01011,Y,,544668,NANTA,NANTA TECH LIMITED,BSE only,BSE Equity,,M,Active
3079,INE585A01020,Y,,500298,NAPEROL,Naperol Investments Limited,BSE only,BSE Equity,,X,Active
3080,INE223R01014,Y,,538926,NAPL,Naturite Agro Products Limited,BSE only,BSE Equity,,X,Active
3081,INE0VNH01014,Y,,544373,NAPSGLOBAL,NAPS Global India Limited,BSE only,BSE Equity,,M,Active
3082,INE117Z01029,Y,NARMADA,543643,NARMADA,Narmada Agrobase Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3083,INE0S1B01014,Y,,544680,NARMADESH,Narmadesh Brass Industries Limited,BSE only,BSE Equity,,MT,Active
3084,INE060D01028,Y,,517431,NARMP,Narmada Macplast Drip Irrigation Sy,BSE only,BSE Equity,,X,Active
3085,INE603F01012,Y,,531416,NARPROP,Narendra Properties Ltd.,BSE only,BSE Equity,,X,Active
3086,INE936B01015,Y,NATCAPSUQ,524654,NATCAPSUQ,Natural Capsules Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3087,INE987B01026,Y,NATCOPHARM,524816,NATCOPHARM,Natco Pharma Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3088,INE643C01015,Y,,531289,NATFIT,National Fittings Limited,BSE only,BSE Equity,,X,Active
3089,INE654H01011,Y,,531651,NATGENI,National General Industries Ltd.,BSE only,BSE Equity,,X,Active
3090,INE448G01010,Y,NATHBIOGEN,537291,NATHBIOGEN,Nath Bio-Genes (India) Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3091,INE777A01023,Y,,502587,NATHIND,NATH INDUSTRIES LIMITED,BSE only,BSE Equity,,X,Active
3092,INE487B01019,Y,,531834,NATHUEC,Natura Hue Chem Ltd.,BSE only,BSE Equity,,XT,Active
3093,INE139A01034,Y,NATIONALUM,532234,NATIONALUM,National Aluminium Company Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3094,INE166R01015,Y,NATIONSTD,504882,NATIONSTD,National Standard (India) Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3095,INE233D01013,Y,,526616,NATPLAS,National Plastic Industries Ltd.,BSE only,BSE Equity,,X,Active
3096,INE896D01017,Y,,531287,NATPLASTI,National Plastic Technologies Ltd,BSE only,BSE Equity,,X,Active
3097,INE497C01016,Y,,516062,NATPLY,National Plywood Industries Ltd.,BSE only,BSE Equity,,Z,Active
3098,INE444D01016,Y,,530119,NATRAJPR,Natraj Proteins Ltd.,BSE only,BSE Equity,,X,Active
3099,INE06MM01016,Y,,543207,NATURAL,Natural Biocon (India) Limited,BSE only,BSE Equity,,X,Active
3100,INE663F01032,Y,NAUKRI,532777,NAUKRI,Info Edge (India) Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3101,INE725A01030,Y,NAVA,513023,NAVA,NAVA LIMITED,NSE+BSE,NSE Mainboard,EQ,A,Active
3102,INE364T01012,Y,,539521,NAVIGANT,Navigant Corporate Advisors Limited,BSE only,BSE Equity,,MT,Active
3103,INE048G01026,Y,NAVINFLUOR,532504,NAVINFLUOR,Navin Fluorine International Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3104,INE278M01019,Y,NAVKARCORP,539332,NAVKARCORP,Navkar Corporation Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3105,INE268H01044,Y,NAVKARURB,531494,NAVKARURB,Navkar Urbanstructure Limited,NSE+BSE,NSE Mainboard,BE,T,Active
3106,INE060A01024,Y,NAVNETEDUL,508989,NAVNETEDUL,Navneet Education Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3107,INE418L01047,Y,NAZARA,543280,NAZARA,Nazara Technologies Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3108,INE095N01031,Y,NBCC,534309,NBCC,NBCC (India) Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3109,INE006F01018,Y,,523242,NBFOOT,N.B. Footwear Ltd.,BSE only,BSE Equity,,P,Active
3110,INE365I01020,Y,NBIFIN,,,N. B. I. Industrial Finance Company Limited,NSE only,NSE Mainboard,EQ,,
3111,INE0GOA01018,Y,,543351,NBL,Naapbooks Limited,BSE only,BSE Equity,,TS,Active
3112,INE868B01028,Y,NCC,500294,NCC,NCC Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3113,INE630N01019,Y,,519506,NCCBLUE,NCC Bluewater Products Ltd.,BSE only,BSE Equity,,P,Active
3114,INE732C01016,Y,NCLIND,502168,NCLIND,NCL Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3115,INE132F01038,Y,,530557,NCLRESE,NCL Research And Financial Services,BSE only,BSE Equity,,XT,Active
3116,INE346R01013,Y,,544510,NCML,NILACHAL CARBO METALICKS LIMITED,BSE only,BSE Equity,,M,Active
3117,INE026C01013,Y,,511535,NDASEC,NDA Securities ltd.,BSE only,BSE Equity,,X,Active
3118,INE756C01015,Y,NDGL,,,Naga Dhunseri Group Limited,NSE only,NSE Mainboard,EQ,,
3119,INE875G01048,Y,NDL,532641,NDL,Nandan Denim Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3120,INE353A01023,Y,NDLVENTURE,500189,NDLVENTURE,NDL Ventures Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3121,INE07OG01012,Y,NDRAUTO,543214,NDRAUTO,Ndr Auto Components Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3122,INE155G01029,Y,NDTV,532529,NDTV,New Delhi Television Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3123,INE605D01012,Y,NEAGI,508670,NEAGI,Neelamalai Agro Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3124,INE553C01016,Y,NECCLTD,534615,NECCLTD,North Eastern Carrying Corporation Limited,NSE+BSE,NSE Mainboard,BE,T,Active
3125,INE023H01027,Y,NECLIFE,532649,NECLIFE,Nectar Lifesciences Limited,NSE+BSE,NSE Mainboard,BE,T,Active
3126,INE0N1401016,Y,NEELAM,,,Neelam Linens and Garments (India) Limited,NSE only,NSE SME (Emerge),SM,,
3127,INE741D01015,Y,,531049,NEELKAN,Neelkanth Rockminerals ltd.,BSE only,BSE Equity,,Z,Active
3128,INE581D01015,Y,,512565,NEELKANTH,NEELKANTH LIMITED,BSE only,BSE Equity,,X,Active
3129,INE894J01019,Y,,539409,NEERAJ,NEERAJ PAPER MARKETING LIMITED,BSE only,BSE Equity,,X,Active
3130,INE0UZO01024,Y,,544434,NEETUYOSHI,Neetu Yoshi Limited,BSE only,BSE Equity,,MT,Active
3131,INE396C01010,Y,,539016,NEIL,Neil Industries Ltd.,BSE only,BSE Equity,,X,Active
3132,INE189I01024,Y,NELCAST,532864,NELCAST,Nelcast Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3133,INE045B01015,Y,NELCO,504112,NELCO,NELCO Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3134,INE21UM01018,Y,NEOCHEM,,,Neochem Bio Solutions Limited,NSE only,NSE SME (Emerge),ST,,
3135,INE136S01016,Y,NEOGEN,542665,NEOGEN,Neogen Chemicals Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3136,INE216I01017,Y,,514332,NEOINFRA,Neo Infracon Ltd.,BSE only,BSE Equity,,X,Active
3137,INE0SUN01013,Y,NEPHROCARE,,,Nephro Care India Limited,NSE only,NSE SME (Emerge),ST,,
3138,INE428V01029,Y,NEPHROPLUS,544647,NEPHROPLUS,Nephrocare Health Services Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3139,INE1NQ501012,Y,,544663,NEPLOG,NEPTUNE LOGITEK LIMITED,BSE only,BSE Equity,,MT,Active
3140,INE156901014,Y,NEPTUNE,,,Neptune Petrochemicals Limited,NSE only,NSE SME (Emerge),SM,,
3141,INE317F01035,Y,NESCO,505355,NESCO,Nesco Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3142,INE239A01024,Y,NESTLEIND,500790,NESTLEIND,Nestle India Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3143,INE040F01033,Y,,509040,NETLINK,Netlink Solutions (India) Ltd.,BSE only,BSE Equity,,X,Active
3144,INE0D5F01013,Y,,543247,NETPIX,Net Pix Shorts Digital Media Limited,BSE only,BSE Equity,,TS,Active
3145,INE027D01019,Y,,511658,NETTLINX,Nettlinx Ltd.,BSE only,BSE Equity,,X,Active
3146,INE0NT901020,Y,NETWEB,543945,NETWEB,Netweb Technologies India Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3147,INE870H01013,Y,NETWORK18,532798,NETWORK18,Network18 Media & Investments Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3148,INE333I01044,Y,NEUEON,532887,NEUEON,Neueon Corporation Limited,NSE+BSE,NSE Mainboard,BE,T,Active
3149,INE794A01010,Y,NEULANDLAB,524558,NEULANDLAB,Neuland Laboratories Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3150,INE619B01017,Y,NEWGEN,540900,NEWGEN,Newgen Software Technologies Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3151,INE997D01021,Y,,531959,NEWINFRA,Newtime Infrastructure Limited,BSE only,BSE Equity,,X,Active
3152,INE0PW501021,Y,NEWJAISA,,,Newjaisa Technologies Limited,NSE only,NSE SME (Emerge),ST,,
3153,INE835U01027,Y,,540243,NEWLIGHT,NEW LIGHT INDUSTRIES LIMITED,BSE only,BSE Equity,,XT,Active
3154,INE800K01014,Y,,508867,NEWMKTAVE,NEW MARKETS AVENUE LIMITED,BSE only,BSE Equity,,XT,Active
3155,INE229N01010,Y,,514060,NEWTRAC,NEWTRAC FOODS & BEVERAGES LIMITED,BSE only,BSE Equity,,X,Active
3156,INE641A01013,Y,,508905,NEXOME,NEXOME CAPITAL MARKETS LIMITED,BSE only,BSE Equity,,XT,Active
3157,INE747B01016,Y,NEXTMEDIA,532416,NEXTMEDIA,Next Mediaworks Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3158,INE370Q01015,Y,,538874,NEXUSSURGL,NEXUS SURGICAL AND MEDICARE LIMITED,BSE only,BSE Equity,,X,Active
3159,INE0QUL01011,Y,,544265,NEXXUS,Nexxus Petro Industries Limited,BSE only,BSE Equity,,M,Active
3160,INE870D01012,Y,NFL,523630,NFL,National Fertilizers Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3161,INE0T1501010,Y,NFPSAMPOOR,,,NFP Sampoorna Foods Limited,NSE only,NSE SME (Emerge),SM,,
3162,INE236Y01012,Y,NGIL,541418,NGIL,Nakoda Group of Industries Limited,NSE+BSE,NSE Mainboard,BE,T,Active
3163,INE825C01018,Y,,530897,NGIND,N.G.Industries Ltd.,BSE only,BSE Equity,,X,Active
3164,INE887E01022,Y,NGLFINE,524774,NGLFINE,NGL Fine-Chem Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3165,INE410P01011,Y,NH,539551,NH,Narayana Hrudayalaya Ltd.,NSE+BSE,NSE Mainboard,EQ,A,Active
3166,INE141C01036,Y,,517554,NHCFOODS,NHC FOODS LIMITED,BSE only,BSE Equity,,XT,Active
3167,INE0N4701016,Y,,544245,NHL,Naturewings Holidays Limited,BSE only,BSE Equity,,M,Active
3168,INE848E01016,Y,NHPC,533098,NHPC,NHPC Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3169,INE470Y01017,Y,NIACL,540769,NIACL,The New India Assurance Company Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3170,INE149O01018,Y,NIBE,535136,NIBE,NIBE Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3171,INE047O01014,Y,NIBL,535458,NIBL,NRB Industrial Bearings Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3172,INE653C01022,Y,,526721,NICCOPAR,Nicco Parks And Resorts Ltd.,BSE only,BSE Equity,,X,Active
3173,INE0J6L01013,Y,NIDAN,,,Nidan Laboratories and Healthcare Limited,NSE only,NSE SME (Emerge),SM,,
3174,INE276H01013,Y,,512103,NIDHGRN,Nidhi Granites Limited,BSE only,BSE Equity,,XT,Active
3175,INE876E01033,Y,,531083,NIHARINF,Nihar Info Global Ltd.,BSE only,BSE Equity,,X,Active
3176,INE161A01038,Y,NIITLTD,500304,NIITLTD,NIIT Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3177,INE342G01023,Y,NIITMTS,543952,NIITMTS,NIIT Learning Systems Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3178,INE926C01022,Y,,526159,NIKHILAD,Nikhil Adhesives Ltd.,BSE only,BSE Equity,,X,Active
3179,INE0FLF01015,Y,NIKITA,,,NIKITA GREENTECH RECYCLING LIMITED,NSE only,NSE SME (Emerge),SM,,
3180,INE526C01012,Y,,531272,NIKKIGL,Nikki Global Finance Ltd.,BSE only,BSE Equity,,X,Active
3181,INE0GX601011,Y,,543282,NIKSTECH,Niks Technology Limited,BSE only,BSE Equity,,TS,Active
3182,INE416N01013,Y,,502294,NILACHAL,Nilachal Refractories Ltd.,BSE only,BSE Equity,,X,Active
3183,INE937C01029,Y,NILAINFRA,530377,NILAINFRA,Nila Infrastructures Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3184,INE00S901012,Y,NILASPACES,542231,NILASPACES,Nila Spaces Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3185,INE445D01013,Y,NILE,530129,NILE,Nile Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3186,INE310A01015,Y,NILKAMAL,523385,NILKAMAL,Nilkamal Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3187,INE875B01015,Y,NIMBSPROJ,511714,NIMBSPROJ,Nimbus Projects Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3188,INE395U01014,Y,NINSYS,539843,NINSYS,NINtec Systems Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3189,INE567A01028,Y,NIPPOBATRY,504058,NIPPOBATRY,Indo-National Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3190,INE368I01016,Y,NIRAJ,532986,NIRAJ,Niraj Cement Structurals Limited,NSE+BSE,NSE Mainboard,BE,T,Active
3191,INE326T01011,Y,NIRAJISPAT,,,Niraj Ispat Industries Limited,NSE only,NSE Mainboard,EQ,,
3192,INE242B01018,Y,,512425,NIRAVCOM,Nirav Commercials Ltd.,BSE only,BSE Equity,,X,Active
3193,INE910A01012,Y,NIRLON,500307,NIRLON,Nirlon Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3194,INE0OK701014,Y,NIRMAN,,,Nirman Agri Genetics Limited,NSE only,NSE SME (Emerge),SM,,
3195,INE0CPQ01010,Y,,543194,NIRMITEE,Nirmitee Robotics India Limited,BSE only,BSE Equity,,MS,Active
3196,INE0M3X01010,Y,,544495,NISMGMT,NIS MANAGEMENT LIMITED,BSE only,BSE Equity,,M,Active
3197,INE0DQN01013,Y,,544296,NISUS,NISUS FINANCE SERVICES CO LIMITED,BSE only,BSE Equity,,M,Active
3198,INE858F01012,Y,NITCO,532722,NITCO,Nitco Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3199,INE861H01020,Y,,508875,NITINCAST,Nitin Castings Limited,BSE only,BSE Equity,,X,Active
3200,INE229H01012,Y,NITINSPIN,532698,NITINSPIN,Nitin Spinners Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3201,INE439T01012,Y,NITIRAJ,,,Nitiraj Engineers Limited,NSE only,NSE Mainboard,EQ,,
3202,INE265B01019,Y,NITTAGELA,506532,NITTAGELA,Nitta Gelatin India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3203,INE995S01015,Y,NIVABUPA,544286,NIVABUPA,Niva Bupa Health Insurance Company Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3204,INE139E01028,Y,,542206,NIVAKA,NIVAKA FASHIONS LIMITED,BSE only,BSE Equity,,X,Active
3205,INE480D01010,Y,,538772,NIYOGIN,Niyogin Fintech Limited,BSE only,BSE Equity,,X,Active
3206,INE542C01019,Y,NKIND,519494,NKIND,NK Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3207,INE589A01014,Y,NLCINDIA,513683,NLCINDIA,NLC India Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3208,INE606C01012,Y,,531212,NLFL,Nalin Lease Finance Ltd.,BSE only,BSE Equity,,X,Active
3209,INE584A01023,Y,NMDC,526371,NMDC,NMDC Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3210,INE169F01014,Y,,522289,NMSGLOBAL,NMS GLOBAL LIMITED,BSE only,BSE Equity,,X,Active
3211,INE0TP801012,Y,NMSTEEL,,,Newmalayalam Steel Limited,NSE only,NSE SME (Emerge),SM,,
3212,INE203Q01026,Y,,539200,NOBPOL,NOBLE POLYMERS LIMITED,BSE only,BSE Equity,,XT,Active
3213,INE163A01018,Y,NOCIL,500730,NOCIL,NOCIL Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3214,INE781B01015,Y,NOIDATOLL,532481,NOIDATOLL,Noida Toll Bridge Company Limited,NSE+BSE,NSE Mainboard,BE,T,Active
3215,INE296D01010,Y,,507813,NOL,National Oxygen Ltd.,BSE only,BSE Equity,,X,Active
3216,INE369C01017,Y,NORBTEAEXP,519528,NORBTEAEXP,Norben Tea & Exports Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3217,INE744C01029,Y,,524414,NORRIS,Norris Medicines Ltd.,BSE only,BSE Equity,,X,Active
3218,INE850M01015,Y,NORTHARC,544260,NORTHARC,Northern Arc Capital Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3219,INE736P01019,Y,,539110,NORTHLINK,Northlink Fiscal And Capital Services Ltd.,BSE only,BSE Equity,,Z,Active
3220,INE317B01042,Y,,531465,NOUVEAU,Nouveau Global Ventures Limited,BSE only,BSE Equity,,X,Active
3221,INE02H701025,Y,NOVAAGRI,544100,NOVAAGRI,Nova Agritech Limited,NSE+BSE,NSE Mainboard,BE,T,Active
3222,INE234A01025,Y,NOVARTIND,500672,NOVARTIND,Novartis India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3223,INE08JY01013,Y,,542771,NOVATEOR,Novateor Research Laboratories Limited,BSE only,BSE Equity,,M,Active
3224,INE314I01036,Y,,536565,NOVELIX,NOVELIX PHARMACEUTICALS LIMITED,BSE only,BSE Equity,,XT,Active
3225,INE608C01026,Y,,513566,NOVIS,Nova Iron & Steel Ltd.,BSE only,BSE Equity,,X,Active
3226,INE1TFS01019,Y,,544735,NOVUS,Novus Loyalty Limited,BSE only,BSE Equity,,M,Active
3227,INE471R01019,Y,,544269,NPFL,NEOPOLITAN PIZZA AND FOODS LIMITED,BSE only,BSE Equity,,M,Active
3228,INE0PO601011,Y,,544205,NPL,National Peroxide Limited,BSE only,BSE Equity,,XT,Active
3229,INE446D01011,Y,,530127,NPRFIN,NPR Finance Ltd.,BSE only,BSE Equity,,X,Active
3230,INE0FFK01017,Y,NPST,544396,NPST,Network People Services Technologies Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3231,INE740D01017,Y,NRAIL,516082,NRAIL,N R Agarwal Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3232,INE349A01021,Y,NRBBEARING,530367,NRBBEARING,NRB Bearing Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3233,INE0JM501013,Y,NRL,,,Nupur Recyclers Limited,NSE only,NSE Mainboard,BE,,
3234,INE104101014,Y,NRVANDANA,,,N R Vandana Tex Industries Limited,NSE only,NSE SME (Emerge),ST,,
3235,INE0SLP01017,Y,,544571,NSBBPO,NSB BPO Solutions Limited,BSE only,BSE Equity,,M,Active
3236,INE301O01023,Y,,544467,NSDL,National Securities Depository Limited,BSE only,BSE Equity,,A,Active
3237,INE023A01030,Y,NSIL,532256,NSIL,Nalwa Sons Investments Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3238,INE01BL01012,Y,,542628,NSL,Northern Spirits Limited,BSE only,BSE Equity,,B,Active
3239,INE0NNS01018,Y,NSLNISP,543768,NSLNISP,NMDC Steel Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3240,INE920C01017,Y,,526723,NTCIND,NTC INDUSTRIES LIMITED,BSE only,BSE Equity,,X,Active
3241,INE733E01010,Y,NTPC,532555,NTPC,NTPC Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3242,INE0ONG01011,Y,NTPCGREEN,544289,NTPCGREEN,NTPC Green Energy Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3243,INE096B01018,Y,NUCLEUS,531209,NUCLEUS,Nucleus Software Exports Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3244,INE0VYX01018,Y,,544370,NUKLEUS,NUKLEUS OFFICE SOLUTIONS LIMITED,BSE only,BSE Equity,,M,Active
3245,INE0DSF01015,Y,NURECA,543264,NURECA,Nureca Limited,NSE+BSE,NSE Mainboard,BE,T,Active
3246,INE960H01012,Y,,531304,NUTECGLOB,Nutech Global Ltd.,BSE only,BSE Equity,,X,Active
3247,INE536C01029,Y,,530219,NUTRICIRCLE,Nutricircle Limited,BSE only,BSE Equity,,X,Active
3248,INE531F01023,Y,NUVAMA,543988,NUVAMA,Nuvama Wealth Management Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3249,INE118D01016,Y,NUVOCO,543334,NUVOCO,Nuvoco Vistas Corporation Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3250,INE0E5R01017,Y,,543522,NVENTURES,Nanavati Ventures Limited,BSE only,BSE Equity,,M,Active
3251,INE882B01037,Y,,531889,NWIL,NURTURE WELL INDUSTRIES LIMITED,BSE only,BSE Equity,,X,Active
3252,INE388Y01029,Y,NYKAA,543384,NYKAA,FSN E-Commerce Ventures Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
3253,INE812K01027,Y,,504378,NYSSACORP,Nyssa Corporation Limited,BSE only,BSE Equity,,X,Active
3254,INE959C01023,Y,OAL,500078,OAL,Oriental Aromatics Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
3255,INE876A01023,Y,,512489,OASISEC,Oasis Securities Limited,BSE only,BSE Equity,,X,Active
